"variables","order","R2","R2Cum","AdjR2Cum","F","pvalue","site","trait"
"Na",9,0.0224515279475963,0.180819247168407,0.174597621197534,10.8258812339597,0.003,"SERC","LWC"
"pHCaCl2",13,0.0195526919014424,0.200371939069849,0.192253887689848,9.63417992135877,0.002,"SERC","LWC"
"aspect",15,0.012700413070846,0.213072352140695,0.20306055000508,6.34272077035332,0.013,"SERC","LWC"
"elev_mean",19,0.00875093508724414,0.221823287227939,0.209912419175306,4.40821024055048,0.03,"SERC","LWC"
"TotN",11,0.00646693108519514,0.228290218313134,0.214474442170403,3.27658157809552,0.074,"SERC","LWC"
"Fe",5,0.0095887450430184,0.237878963356153,0.222245711322433,4.90684600866721,0.022,"SERC","LWC"
"Mn",8,0.00660510572100359,0.244484069077156,0.227004266048093,3.40083646195515,0.07,"SERC","LWC"
"convexity",18,0.00601527544648697,0.250499344523643,0.231182317320644,3.11397575997259,0.075,"SERC","LWC"
"NH4",10,0.00277023823150752,0.253269582755151,0.232044687174548,1.435701788537,0.243,"SERC","LWC"
"Al",1,0.00192539413008841,0.255194976885239,0.232040416581153,0.99784790804185,0.323,"SERC","LWC"
"TEB",14,0.00203002260215818,0.257224999487397,0.232144285184374,1.05221460239175,0.261,"SERC","LWC"
"ECEC",4,0.0225172011993093,0.279742200686707,0.25348280175341,12.0048755720224,0.002,"SERC","LWC"
"sin_aspect",17,0.00168584434601848,0.281428045032725,0.253285540268994,0.898557729760668,0.351,"SERC","LWC"
"MEM2",2,0.104608059001826,0.104608059001826,0.102352663684451,46.3812521893246,0.001,"SERC","LWC"
"MEM1",1,0.071409344980579,0.176017403982405,0.17185587571969,34.3188081265074,0.001,"SERC","LWC"
"MEM11",11,0.052931141298069,0.228948545280474,0.223092458282605,27.1159605299527,0.001,"SERC","LWC"
"MEM3",3,0.0353153212653368,0.264263866545811,0.256794464175718,18.9119929630438,0.001,"SERC","LWC"
"MEM12",12,0.0351639860116744,0.299427852557486,0.290514720910634,19.7259433636305,0.001,"SERC","LWC"
"MEM8",8,0.0334111051902821,0.332838957747768,0.322627309141866,19.6311720935872,0.001,"SERC","LWC"
"MEM16",16,0.0330151499446993,0.365854107692467,0.35450111217801,20.3563939859397,0.001,"SERC","LWC"
"MEM22",22,0.0296509390863556,0.395505046778823,0.383105150302491,19.1297978288458,0.001,"SERC","LWC"
"MEM10",10,0.0293027825313609,0.424807829310184,0.411500041299365,19.8173462462624,0.001,"SERC","LWC"
"MEM122",122,0.0252796372505811,0.450087466560765,0.435914463121609,17.8364715419044,0.001,"SERC","LWC"
"MEM5",5,0.0249927577644843,0.475080224325249,0.460160023983073,18.4260485184092,0.001,"SERC","LWC"
"MEM34",34,0.0232239049884187,0.498304129313668,0.482707366494403,17.8682501677083,0.001,"SERC","LWC"
"MEM21",21,0.0173751337294181,0.515679263043086,0.499325575821164,13.8119761872205,0.001,"SERC","LWC"
"MEM36",36,0.012128647552867,0.527807910595953,0.510592574003097,9.86336019770902,0.004,"SERC","LWC"
"MEM38",38,0.0114848453882167,0.539292755984169,0.52124939133603,9.54770266980185,0.002,"SERC","LWC"
"MEM64",64,0.0111566657766514,0.550449421760821,0.531620078169651,9.48023767063951,0.003,"SERC","LWC"
"MEM6",6,0.0106003015819962,0.561049723342817,0.541464015460476,9.2008482908299,0.003,"SERC","LWC"
"MEM143",143,0.0104660968790778,0.571515820221895,0.551219201179774,9.28182883230175,0.004,"SERC","LWC"
"MEM96",96,0.00903937991260861,0.580555200134504,0.559527624415653,8.16776125959186,0.006,"SERC","LWC"
"MEM91",91,0.00889536565821591,0.589450565792719,0.56772837350662,8.19011777545883,0.005,"SERC","LWC"
"MEM112",112,0.00778502782116264,0.597235593613882,0.574800441003515,7.28702795490986,0.009,"SERC","LWC"
"MEM141",141,0.00746065921071282,0.604696252824595,0.581566778255821,7.09633511767164,0.007,"SERC","LWC"
"MEM159",159,0.0064125238246584,0.611108776649253,0.587256781617074,6.18346799788297,0.019,"SERC","LWC"
"MEM138",138,0.00602798065766053,0.617136757306914,0.592567993069924,5.8884335568674,0.018,"SERC","LWC"
"MEM53",53,0.00584277379112585,0.62297953109804,0.597710062672975,5.78046765056849,0.012,"SERC","LWC"
"MEM45",45,0.00574939614833103,0.628728927246371,0.602779873774343,5.76068410424856,0.02,"SERC","LWC"
"MEM19",19,0.00545235604451355,0.634181283290884,0.607558357816097,5.5295806368568,0.02,"SERC","LWC"
"MEM100",100,0.00523174659883885,0.639413029889723,0.612125367286783,5.36831999497478,0.023,"SERC","LWC"
"MEM56",56,0.0050557329318961,0.644468762821619,0.616527283476977,5.24726172213568,0.021,"SERC","LWC"
"MEM28",28,0.00501468089772727,0.649483443719347,0.620908724457337,5.26480857265427,0.02,"SERC","LWC"
"MEM18",18,0.00477976720991935,0.654263210929266,0.625059285966888,5.07372840117838,0.03,"SERC","LWC"
"MEM7",7,0.00476477229686401,0.65902798322613,0.629216222196721,5.11451548767056,0.022,"SERC","LWC"
"MEM163",163,0.00455274891862545,0.663580732144755,0.633164743544144,4.93953085949082,0.027,"SERC","LWC"
"MEM86",86,0.00440507941728963,0.667985811562045,0.636973497257401,4.82945899221131,0.029,"SERC","LWC"
"MEM124",124,0.00434411844773419,0.672329930009779,0.640736397090612,4.81250849848622,0.021,"SERC","LWC"
"MEM76",76,0.00433219613505753,0.676662126144837,0.644506978468633,4.85020508792395,0.023,"SERC","LWC"
"MEM57",57,0.00423758287380416,0.680899709018641,0.648194139028862,4.79400195073048,0.024,"SERC","LWC"
"MEM136",136,0.00420120566502824,0.685100914683669,0.651861566789167,4.80291658481909,0.038,"SERC","LWC"
"MEM42",42,0.00414967459289051,0.68925058927656,0.655492296746715,4.79400162136918,0.026,"SERC","LWC"
"MEM142",142,0.0041461314418958,0.693396720718455,0.659139371078059,4.84115844969712,0.043,"SERC","LWC"
"MEM54",54,0.00404874835315361,0.697445469071609,0.662698310057424,4.77733107364351,0.04,"SERC","LWC"
"MEM30",30,0.00401576970829842,0.701461238779907,0.666240373692144,4.78870485799423,0.027,"SERC","LWC"
"Al",1,0.0179555086380964,0.0179555086380964,0.0154818449318951,7.25867004196385,0.005,"SERC","SeedMassKEW"
"elev_mean",19,0.0118981029307297,0.0298536115688261,0.0249538823343253,4.85663691248512,0.026,"SERC","SeedMassKEW"
"Na",9,0.0140000078161673,0.0438536193849934,0.0365917481398161,5.78363648025223,0.017,"SERC","SeedMassKEW"
"Mn",8,0.00665275830137921,0.0505063776863726,0.0408668485258282,2.76061545769667,0.096,"SERC","SeedMassKEW"
"cos_aspect",16,0.00417740601043039,0.054683783696803,0.0426568598252611,1.73668930436774,0.179,"SERC","SeedMassKEW"
"ECEC",4,0.00462234042054749,0.0593061241173505,0.0449077484660854,1.92619245358057,0.18,"SERC","SeedMassKEW"
"NH4",10,0.00467162794253947,0.06397775205989,0.04722032051109,1.95145631372835,0.154,"SERC","SeedMassKEW"
"convexity",18,0.0033716261781518,0.0673493782380418,0.0482180834326682,1.40988938279485,0.248,"SERC","SeedMassKEW"
"slope",20,0.00263239669305641,0.0699817749310982,0.0484646437598384,1.10105617932711,0.295,"SERC","SeedMassKEW"
"sin_aspect",17,0.00189042079509436,0.0718721957261926,0.0479513760284139,0.790282615302649,0.365,"SERC","SeedMassKEW"
"P",12,0.00119033163559459,0.0730625273617871,0.0467154674159982,0.496968087463332,0.473,"SERC","SeedMassKEW"
"aspect",15,0.00130747186952175,0.0743699992313089,0.0455939370312459,0.545233129021618,0.474,"SERC","SeedMassKEW"
"Mg",7,0.00105568647972167,0.0754256857110306,0.044206293280494,0.439596134579412,0.521,"SERC","SeedMassKEW"
"MEM5",5,0.0845970750005649,0.0845970750005649,0.0822912741819265,36.6888043046673,0.001,"SERC","SeedMassKEW"
"MEM9",9,0.0262080796218788,0.110805154622444,0.106314271564981,11.6716820663274,0.001,"SERC","SeedMassKEW"
"MEM25",25,0.0257772053122768,0.13658235993472,0.130024757605111,11.7926662901855,0.001,"SERC","SeedMassKEW"
"MEM22",22,0.0249023051891679,0.161484665123888,0.152971819084537,11.70104807443,0.001,"SERC","SeedMassKEW"
"MEM109",109,0.024753952523223,0.186238617647111,0.175885419398347,11.9547370428153,0.001,"SERC","SeedMassKEW"
"MEM16",16,0.0237809133370673,0.210019530984179,0.19792799319312,11.8004411422274,0.002,"SERC","SeedMassKEW"
"MEM169",169,0.0220224114075106,0.232041942391689,0.218293332664686,11.2125431526216,0.004,"SERC","SeedMassKEW"
"MEM43",43,0.021006713993673,0.253048656385362,0.237726577541985,10.9680751330961,0.003,"SERC","SeedMassKEW"
"MEM1",1,0.0195832847934161,0.272631941178778,0.255803374265177,10.4732366128154,0.002,"SERC","SeedMassKEW"
"MEM147",147,0.0184430767239376,0.291075017902716,0.272803755477528,10.0940352640948,0.005,"SERC","SeedMassKEW"
"MEM8",8,0.0182053707391845,0.3092803886419,0.289647531471515,10.2002004289578,0.001,"SERC","SeedMassKEW"
"MEM91",91,0.0177201539685625,0.327000542610463,0.306078279686436,10.1634248835747,0.003,"SERC","SeedMassKEW"
"MEM34",34,0.0137447683675895,0.340745310978052,0.318484763037052,8.02684593623846,0.005,"SERC","SeedMassKEW"
"MEM112",112,0.0136744703821483,0.354419781360201,0.330883002555625,8.13376320267139,0.003,"SERC","SeedMassKEW"
"MEM80",80,0.0135960312090567,0.368015812569258,0.343264473635939,8.23957316754761,0.004,"SERC","SeedMassKEW"
"MEM98",98,0.0123683234290774,0.380384135998335,0.354431639076799,7.62520752679578,0.01,"SERC","SeedMassKEW"
"MEM75",75,0.0123591246679692,0.392743260666304,0.365647815604171,7.75425976113987,0.009,"SERC","SeedMassKEW"
"MEM94",94,0.0116171494611047,0.404360410127409,0.376145903238707,7.41138915256466,0.006,"SERC","SeedMassKEW"
"MEM107",107,0.0105799154642938,0.414940325591703,0.385610157217672,6.85363927196431,0.008,"SERC","SeedMassKEW"
"MEM13",13,0.0104172178990951,0.425357543490798,0.394953180712533,6.85244941659627,0.01,"SERC","SeedMassKEW"
"MEM38",38,0.00966134788998013,0.435018891380778,0.403547795144694,6.44681405971985,0.018,"SERC","SeedMassKEW"
"MEM173",173,0.00881523607739004,0.443834127458168,0.411292507256252,5.95960473077994,0.02,"SERC","SeedMassKEW"
"MEM19",19,0.00854794649368984,0.452382073951858,0.418794841154238,5.85349708740522,0.011,"SERC","SeedMassKEW"
"MEM53",53,0.00835239882114924,0.460734472773007,0.426129198298547,5.79268839076917,0.025,"SERC","SeedMassKEW"
"MEM44",44,0.00822716279177921,0.468961635564786,0.433369251889504,5.7787382736413,0.015,"SERC","SeedMassKEW"
"MEM12",12,0.00806894946552406,0.47703058503031,0.440478959252859,5.73962666889213,0.021,"SERC","SeedMassKEW"
"MEM10",10,0.00774381332097535,0.484774398351286,0.44727819553588,5.57611021829746,0.013,"SERC","SeedMassKEW"
"MEM76",76,0.00767275442754339,0.492447152778829,0.454037748124254,5.59334688739116,0.018,"SERC","SeedMassKEW"
"MEM55",55,0.0074915022773604,0.499938655056189,0.460638440954914,5.52805044480414,0.015,"SERC","SeedMassKEW"
"MEM66",66,0.00728624044137105,0.50722489549756,0.46705301197834,5.44129859224914,0.021,"SERC","SeedMassKEW"
"MEM96",96,0.00717000348585495,0.514394898983415,0.473376484456129,5.41878838134136,0.027,"SERC","SeedMassKEW"
"MEM131",131,0.00692792738350956,0.521322826366925,0.479471270202285,5.29714296405567,0.015,"SERC","SeedMassKEW"
"MEM56",56,0.00685682914409103,0.528179655511016,0.4855219257353,5.30443985051954,0.022,"SERC","SeedMassKEW"
"MEM62",62,0.00656868684002521,0.534748342351041,0.491290769933281,5.13915849725619,0.018,"SERC","SeedMassKEW"
"MEM4",4,0.00654195636584076,0.541290298716882,0.497062090604185,5.17697828094222,0.037,"SERC","SeedMassKEW"
"MEM27",27,0.00642323072721873,0.547713529444101,0.502734764416442,5.14101056437814,0.019,"SERC","SeedMassKEW"
"Na",9,0.0526700342482225,0.0526700342482225,0.0502838126720215,22.0725664261562,0.001,"SERC","SLA"
"NH4",10,0.0112369031532185,0.063906937401441,0.0591791946610443,4.75360178006448,0.029,"SERC","SLA"
"BS",2,0.00411193933976445,0.0680188767412055,0.060940539096202,1.74275636992268,0.179,"SERC","SLA"
"Ca",3,0.0116317478577934,0.0796506245989988,0.0703069761177704,4.97953144584228,0.021,"SERC","SLA"
"TEB",14,0.0114403456159341,0.0910909702149329,0.0795272421006191,4.94665107257797,0.03,"SERC","SLA"
"ECEC",4,0.00908510359076881,0.100176073805702,0.0864032586088502,3.95784164424671,0.039,"SERC","SLA"
"Mn",8,0.00935582907738562,0.109531902883087,0.0935900187914802,4.10809683255557,0.033,"SERC","SLA"
"aspect",15,0.0047997444428622,0.11433164732595,0.0961640913736614,2.11354546774143,0.144,"SERC","SLA"
"Mg",7,0.00415126943667574,0.118482916762625,0.0980879199782131,1.83189168034764,0.18,"SERC","SLA"
"TotN",11,0.00323738143839704,0.121720298201022,0.099084223412389,1.4301867565938,0.243,"SERC","SLA"
"Fe",5,0.0010904558826683,0.122810754083691,0.0978777264219868,0.481089375590562,0.473,"SERC","SLA"
"pHCaCl2",13,0.00127715430456823,0.124087908388259,0.0968574806697591,0.562820819902391,0.433,"SERC","SLA"
"sin_aspect",17,0.00105119767175672,0.125139106060016,0.0955983486023018,0.462600519042176,0.497,"SERC","SLA"
"MEM2",2,0.105186778355972,0.105186778355972,0.102932840769967,46.6680084706364,0.001,"SERC","SLA"
"MEM11",11,0.065052539445116,0.170239317801088,0.166048607284932,31.0460668635183,0.001,"SERC","SLA"
"MEM9",9,0.0266768242946134,0.196916142095702,0.190816771023011,13.1211024759858,0.001,"SERC","SLA"
"MEM62",62,0.0161326765996417,0.213048818695343,0.20505946660088,8.07708880965274,0.006,"SERC","SLA"
"MEM28",28,0.0139127261347844,0.226961544830128,0.217126449980638,7.07300048840229,0.006,"SERC","SLA"
"MEM3",3,0.013571460208174,0.240533005038302,0.22890851021746,7.00492903167244,0.009,"SERC","SLA"
"MEM36",36,0.013250308159217,0.253783313197519,0.240423935172922,6.94284995482175,0.007,"SERC","SLA"
"MEM88",88,0.013038921007884,0.266822234205403,0.251782690291667,6.9358066083245,0.011,"SERC","SLA"
"MEM143",143,0.0118549323057925,0.278677166511195,0.261988463422765,6.3932104362323,0.009,"SERC","SLA"
"MEM8",8,0.0103208768405261,0.288998043351721,0.270673250654601,5.63219295907662,0.018,"SERC","SLA"
"MEM111",111,0.00962259002139931,0.298620633373121,0.278684785742899,5.30945521849462,0.038,"SERC","SLA"
"MEM99",99,0.00901845680890073,0.307639090182021,0.286114916819804,5.02790420266631,0.034,"SERC","SLA"
"MEM61",61,0.00887451789285021,0.316513608074872,0.293434846789088,4.9989135542608,0.03,"SERC","SLA"
"MEM55",55,0.00877070425031878,0.32528431232519,0.300685302878713,4.99165869957607,0.027,"SERC","SLA"
"MEM125",125,0.00843601528124233,0.333720327606433,0.307625823465693,4.84930575940982,0.024,"SERC","SLA"
"MEM45",45,0.00795338242552007,0.341673710031953,0.314099834012349,4.61502469648619,0.041,"SERC","SLA"
"MEM25",25,0.0078744308454104,0.349548140877363,0.320525354512311,4.61242151901623,0.041,"SERC","SLA"
"MEM5",5,0.00765085959901479,0.357199000476378,0.326750532077891,4.52290312208636,0.035,"SERC","SLA"
"MEM1",1,0.00756051524195828,0.364759515718336,0.332913686691023,4.51078819376956,0.034,"SERC","SLA"
"MEM86",86,0.00750082601363672,0.372260341731973,0.339046603199273,4.51670082622704,0.041,"SERC","SLA"
"elev_mean",19,0.0890382963820539,0.0890382963820539,0.0867436825190363,38.803171992069,0.001,"SERC","WoodDensity"
"Fe",5,0.053049566937049,0.142087863319103,0.137754973739907,24.4869230878887,0.001,"SERC","WoodDensity"
"Mg",7,0.0194857255552035,0.161573588874306,0.15520579334677,9.18012778720958,0.002,"SERC","WoodDensity"
"convexity",18,0.0121849984709795,0.173758587345286,0.16537034965336,5.81051654399732,0.026,"SERC","WoodDensity"
"sin_aspect",17,0.00613748754910395,0.17989607489439,0.169462182717474,2.9411304262289,0.073,"SERC","WoodDensity"
"TotN",11,0.00558331241588134,0.185479387310271,0.173012235075224,2.68705104932587,0.107,"SERC","WoodDensity"
"Na",9,0.0108228631481537,0.196302250458425,0.181913799699368,5.26533699185029,0.026,"SERC","WoodDensity"
"NH4",10,0.00784233249341637,0.204144582951841,0.187819343627776,3.84304687373549,0.061,"SERC","WoodDensity"
"K",6,0.0032493018560418,0.207393884807883,0.189055954122204,1.59471192282423,0.207,"SERC","WoodDensity"
"cos_aspect",16,0.00255766611932623,0.209951550927209,0.189589477497498,1.2560931617083,0.247,"SERC","WoodDensity"
"BS",2,0.00247549435575767,0.212427045282967,0.190041250704447,1.21641596494692,0.273,"SERC","WoodDensity"
"TEB",14,0.00836157108262081,0.220788616365588,0.196564428273326,4.14209353928783,0.04,"SERC","WoodDensity"
"ECEC",4,0.0122403974902407,0.233029013855828,0.207131292245766,6.14436936843505,0.012,"SERC","WoodDensity"
"Ca",3,0.00241703230831691,0.235446046164145,0.20757168326388,1.21396325496338,0.267,"SERC","WoodDensity"
"pHCaCl2",13,0.00254400665100674,0.237990052815152,0.208146321202169,1.27866381657512,0.264,"SERC","WoodDensity"
"MEM1",1,0.182834529474935,0.182834529474935,0.180776178163788,88.8257162345708,0.001,"SERC","WoodDensity"
"MEM5",5,0.0400558444862858,0.22289037396122,0.218965577870115,20.4116818079121,0.001,"SERC","WoodDensity"
"MEM16",16,0.0320513268193729,0.254941700780593,0.24928303015361,16.9923267842482,0.001,"SERC","WoodDensity"
"MEM15",15,0.030580488382723,0.285522189163316,0.278268607327411,16.8636621600373,0.001,"SERC","WoodDensity"
"MEM9",9,0.0240523836636235,0.30957457282694,0.300790534313288,13.6909598166272,0.001,"SERC","WoodDensity"
"MEM65",65,0.0206454589510539,0.330220031777994,0.319968297570514,12.0831023512047,0.003,"SERC","WoodDensity"
"MEM34",34,0.0194841454592777,0.349704177237271,0.338062052533079,11.7151311878521,0.004,"SERC","WoodDensity"
"MEM122",122,0.0183824607697342,0.368086638007005,0.35512431263279,11.3451623773004,0.001,"SERC","WoodDensity"
"MEM8",8,0.0167346470543577,0.384821285061363,0.370588358494659,10.5819293581939,0.004,"SERC","WoodDensity"
"MEM6",6,0.0160462141487989,0.400867499210162,0.385425939911455,10.3915762899297,0.004,"SERC","WoodDensity"
"MEM35",35,0.0146050094009686,0.415472508611131,0.398858032111705,9.66958564214842,0.003,"SERC","WoodDensity"
"MEM77",77,0.014007502566214,0.429480011177345,0.411743638467832,9.47713681639174,0.003,"SERC","WoodDensity"
"MEM82",82,0.0120049470597581,0.441484958237103,0.422626008774979,8.27534492789719,0.01,"SERC","WoodDensity"
"MEM88",88,0.0115983808419869,0.45308333907909,0.433143669149681,8.14343127858565,0.006,"SERC","WoodDensity"
"MEM11",11,0.0115708166579298,0.464654155737019,0.443687608311576,8.27805581658747,0.005,"SERC","WoodDensity"
"MEM36",36,0.0111674064115403,0.47582156214856,0.453866444332793,8.13835316594508,0.005,"SERC","WoodDensity"
"MEM79",79,0.0104107152986231,0.486232277447183,0.463308258330653,7.72038093219768,0.005,"SERC","WoodDensity"
"MEM61",61,0.0103526649816286,0.496584942428811,0.472738966017545,7.81465042384542,0.007,"SERC","WoodDensity"
"MEM165",165,0.00979839009123018,0.506383332520042,0.481637378213658,7.52322619804368,0.012,"SERC","WoodDensity"
"MEM83",83,0.0097535453898645,0.516136877909906,0.490535654518896,7.61959320529144,0.002,"SERC","WoodDensity"
"MEM10",10,0.00917639368843104,0.525313271598337,0.498871835798775,7.28796533281461,0.004,"SERC","WoodDensity"
"MEM27",27,0.0090430034548532,0.53435627505319,0.507111163487154,7.30208336730663,0.006,"SERC","WoodDensity"
"MEM52",52,0.00898985362677418,0.543346128679964,0.515338024572336,7.3823859202054,0.01,"SERC","WoodDensity"
"MEM100",100,0.00832363684107795,0.551669765521042,0.522899910902072,6.94363203539257,0.009,"SERC","WoodDensity"
"MEM21",21,0.00826420689003327,0.559933972411076,0.530438930347475,7.00474241756714,0.011,"SERC","WoodDensity"
"MEM32",32,0.00822705868973006,0.568161031100806,0.537978737575593,7.08705339951383,0.009,"SERC","WoodDensity"
"MEM91",91,0.00742003364780153,0.575581064748607,0.544693433342172,6.48612079879,0.012,"SERC","WoodDensity"
"MEM42",42,0.00737346337743994,0.582954528126047,0.551394330254505,6.54168821781942,0.015,"SERC","WoodDensity"
"MEM74",74,0.00714597625736668,0.590100504383414,0.557886180879671,6.43295555902511,0.012,"SERC","WoodDensity"
"MEM76",76,0.00677738343645184,0.596877887819866,0.564014672153007,6.1869022543219,0.02,"SERC","WoodDensity"
"MEM62",62,0.00663556615409333,0.603513453973959,0.570022764800097,6.14208175021482,0.02,"SERC","WoodDensity"
"MEM22",22,0.00659141937592644,0.610104873349886,0.576015681948782,6.187457412757,0.014,"SERC","WoodDensity"
"MEM67",67,0.00624088213566421,0.61634575548555,0.581659207351366,5.93743458358021,0.018,"SERC","WoodDensity"
"MEM84",84,0.00520930164064271,0.621555057126192,0.586205804220397,5.01046673472455,0.035,"SERC","WoodDensity"
"MEM12",12,0.00512493569561989,0.626679992821812,0.590684950807386,4.98326267475417,0.027,"SERC","WoodDensity"
"MEM55",55,0.00490447223427659,0.631584465056089,0.594946456056142,4.81906646276038,0.023,"SERC","WoodDensity"
"MEM133",133,0.00483692321012985,0.636421388266219,0.599157098420928,4.80261825779626,0.03,"SERC","WoodDensity"
"MEM116",116,0.00479847818830204,0.641219866454521,0.603348630135831,4.81479320139046,0.023,"SERC","WoodDensity"
"MEM117",117,0.00469416587802007,0.645914032332541,0.60744786871407,4.75931187364045,0.031,"SERC","WoodDensity"
"MEM2",2,0.0046517754735802,0.650565807806121,0.611522881304012,4.76580614245592,0.028,"SERC","WoodDensity"
"MEM50",50,0.00408770795492419,0.654653515761045,0.614991874713994,4.22564527658025,0.037,"SERC","WoodDensity"
"P",12,0.0968980656241182,0.0968980656241182,0.0946232496685115,42.5960022767085,0.001,"SERC","alkaloids"
"BS",2,0.0740457324575793,0.170943798081697,0.166756645546757,35.3680606759285,0.001,"SERC","alkaloids"
"aspect",15,0.0171658265569892,0.188109624638687,0.181943368623284,8.35149879316307,0.004,"SERC","alkaloids"
"Na",9,0.0118037000373793,0.199913324676066,0.191790617312371,5.8126924971529,0.012,"SERC","alkaloids"
"elev_mean",19,0.0151056302190319,0.215018954895098,0.205031918697835,7.562619139786,0.007,"SERC","alkaloids"
"TotN",11,0.00931492233015274,0.224333877225251,0.212461436570535,4.70750165078467,0.022,"SERC","alkaloids"
"Mg",7,0.00967418236842116,0.234008059593672,0.22029464889586,4.93817898925431,0.021,"SERC","alkaloids"
"Fe",5,0.00673086688237726,0.240738926476049,0.225164340352481,3.45735897132664,0.063,"SERC","alkaloids"
"convexity",18,0.00443795812653702,0.245176884602586,0.227713110724497,2.28711293547757,0.117,"SERC","alkaloids"
"ECEC",4,0.00441506943905573,0.249591954041642,0.230251540486014,2.28282059551462,0.13,"SERC","alkaloids"
"TEB",14,0.00600724791556223,0.255599201957204,0.234440522943068,3.12305541508693,0.064,"SERC","alkaloids"
"pHCaCl2",13,0.00368884310913925,0.259288045066343,0.236260730405193,1.92233084756312,0.18,"SERC","alkaloids"
"Mn",8,0.00865798065842083,0.267946025724764,0.243227320099886,4.55338359004491,0.034,"SERC","alkaloids"
"NH4",10,0.00408708604420088,0.272033111768965,0.245492652302208,2.15592366403765,0.146,"SERC","alkaloids"
"Ca",3,0.00177309800537334,0.273806209774338,0.245365199713281,0.93514506072403,0.316,"SERC","alkaloids"
"sin_aspect",17,0.00133345487811859,0.275139664652457,0.244779022334235,0.702728151343904,0.39,"SERC","alkaloids"
"slope",20,0.00121887836616769,0.276358543018625,0.244070079058826,0.64174413036958,0.446,"SERC","alkaloids"
"MEM1",1,0.0959076743756155,0.0959076743756155,0.0936303637317253,42.1144452264029,0.001,"SERC","alkaloids"
"MEM2",2,0.0731704539639766,0.169078128339592,0.164881553230196,34.8715092934476,0.001,"SERC","alkaloids"
"MEM3",3,0.0584562964292355,0.227534424768828,0.221667597615173,29.891606603489,0.001,"SERC","alkaloids"
"MEM11",11,0.0384652051826034,0.265999629951431,0.258547849544847,20.6475247974915,0.001,"SERC","alkaloids"
"MEM122",122,0.0331273705884543,0.299127000539885,0.290210041259222,18.575486074212,0.001,"SERC","alkaloids"
"MEM6",6,0.0320658189618843,0.33119281950177,0.320955974902307,18.7943571773478,0.001,"SERC","alkaloids"
"MEM12",12,0.0280914611143134,0.359284280616083,0.347813666714069,17.1429558592039,0.002,"SERC","alkaloids"
"MEM34",34,0.025185098040679,0.384469378656762,0.371843109501003,15.957269866494,0.001,"SERC","alkaloids"
"MEM16",16,0.0250287376201834,0.409498116276945,0.395836118967157,16.4879726934412,0.001,"SERC","alkaloids"
"MEM8",8,0.0204030914313085,0.429901207708254,0.415207939865683,13.8860134109818,0.002,"SERC","alkaloids"
"MEM10",10,0.0202662539197451,0.450167461627999,0.434539146583834,14.2644163806016,0.001,"SERC","alkaloids"
"MEM5",5,0.0184220352265141,0.468589496854513,0.452068963077969,13.3811912925019,0.001,"SERC","alkaloids"
"MEM56",56,0.0167700952089709,0.485359592063484,0.46798212374355,12.5456271133888,0.001,"SERC","alkaloids"
"MEM141",141,0.0145765775740538,0.499936169637538,0.48170467582224,11.1933826215335,0.002,"SERC","alkaloids"
"MEM38",38,0.0143855416987562,0.514321711336294,0.495300368438238,11.344263474867,0.003,"SERC","alkaloids"
"MEM36",36,0.0142927273574952,0.528614438693789,0.508870540838032,11.5824970018895,0.002,"SERC","alkaloids"
"MEM64",64,0.0106904464247299,0.539304885118519,0.518748935110684,8.84111846697126,0.003,"SERC","alkaloids"
"MEM21",21,0.0105228953550757,0.549827780473595,0.52850383323287,8.88260106129052,0.004,"SERC","alkaloids"
"MEM143",143,0.0100504072275696,0.559878187701164,0.537814033522595,8.65465930750676,0.003,"SERC","alkaloids"
"MEM57",57,0.00944519706965186,0.569323384770816,0.546536262271917,8.28994276930611,0.005,"SERC","alkaloids"
"MEM22",22,0.009034502598671,0.578357887369487,0.554871191440466,8.07795848106773,0.003,"SERC","alkaloids"
"MEM100",100,0.00895914269768328,0.58731703006717,0.563170686081739,8.16277360531065,0.007,"SERC","alkaloids"
"MEM18",18,0.0089066519698181,0.596223682036989,0.571458734535257,8.27189297661522,0.004,"SERC","alkaloids"
"MEM20",20,0.00749825466451393,0.603721936701502,0.578292328361492,7.07671583227615,0.006,"SERC","alkaloids"
"MEM28",28,0.00734612180123495,0.611068058502737,0.585000234005602,7.04520030242855,0.005,"SERC","alkaloids"
"MEM159",159,0.00644587760926696,0.617513936112004,0.590781039173596,6.26916036174715,0.014,"SERC","alkaloids"
"MEM47",47,0.0060500648398103,0.623564000951815,0.596168389161246,5.96269767303075,0.016,"SERC","alkaloids"
"MEM126",126,0.00565241156942287,0.629216412521238,0.601157114009331,5.64046616763006,0.015,"SERC","alkaloids"
"MEM19",19,0.00535150895212122,0.634567921473359,0.605848327226008,5.40375878137028,0.013,"SERC","alkaloids"
"MEM17",17,0.00522825507823221,0.639796176551591,0.610431734422645,5.34141434249663,0.03,"SERC","alkaloids"
"MEM79",79,0.00509712838986887,0.64489330494146,0.61489791653052,5.2678424403502,0.027,"SERC","alkaloids"
"MEM25",25,0.00427540755167088,0.649168712493131,0.618494938722038,4.46026115581526,0.039,"SERC","alkaloids"
"MEM45",45,0.00424204117259275,0.653410753665723,0.622075287558789,4.46737757842323,0.048,"SERC","alkaloids"
"MEM180",180,0.00409239840798625,0.65750315207371,0.625511688256419,4.34933351803455,0.038,"SERC","alkaloids"
